customer_id,prob,default
100232,0.08799136,0
100233,0.073085606,0
100234,0.2035937,0
100235,0.31087536,0
100236,0.40435863,0
100237,0.50933933,0
100238,0.3183561,0
100239,0.2835419,0
100240,0.63104844,1
100241,0.09219095,0
100242,0.5804749,1
100243,0.16443829,0
100244,0.40079343,0
100245,0.39823613,0
100246,0.3418743,0
100247,0.27177972,0
100248,0.2971824,0
100249,0.13785088,0
100250,0.5297495,0
100251,0.24422935,0
100252,0.07550909,0
100253,0.33467162,0
100254,0.25148728,0
100255,0.084762886,0
100256,0.26661217,0
100257,0.2891999,0
100258,0.4880572,0
100259,0.18369374,0
100260,0.811445,1
100261,0.28853953,0
100262,0.47460955,0
100263,0.19911873,0
100264,0.23394644,0
100265,0.8049332,1
100266,0.17616819,0
100267,0.25576246,0
100268,0.07931294,0
100269,0.33862305,0
100270,0.5220882,0
100271,0.79043305,1
100272,0.07224805,0
100273,0.3114736,0
100274,0.58298224,1
100275,0.3737013,0
100276,0.10323741,0
100277,0.2771586,0
100278,0.4325619,0
100279,0.14596692,0
100280,0.26612887,0
100281,0.16565834,0
100282,0.11172755,0
100283,0.14095329,0
100284,0.57847583,1
100285,0.22799835,0
100286,0.6657913,1
100287,0.3284708,0
100288,0.3093432,0
100289,0.47292835,0
100290,0.32328066,0
100291,0.387875,0
100292,0.27820483,0
100293,0.46082902,0
100294,0.60697633,1
100295,0.31976008,0
100296,0.49885297,0
100297,0.10077487,0
100298,0.04937641,0
100299,0.07830041,0
100300,0.3684051,0
100301,0.37671632,0
100302,0.623316,1
100303,0.19102179,0
100304,0.18439609,0
100305,0.7721986,1
100306,0.06855174,0
100307,0.16906367,0
100308,0.109045886,0
100309,0.18336454,0
100310,0.398382,0
100311,0.39777768,0
100312,0.53841376,0
100313,0.08295589,0
100314,0.29511583,0
100315,0.42836082,0
100316,0.23574768,0
100317,0.63824546,1
100318,0.9209479,1
100319,0.15746772,0
100320,0.31035608,0
100321,0.37206006,0
100322,0.7135326,1
100323,0.2919226,0
100324,0.37945202,0
100325,0.5867476,1
100326,0.3862946,0
100327,0.25718147,0
100328,0.39536732,0
100329,0.19699831,0
100330,0.21073118,0
100331,0.30497453,0
100332,0.29787242,0
100333,0.8120616,1
100334,0.0938539,0
100335,0.4881124,0
100336,0.1407321,0
100337,0.2825528,0
100338,0.09439707,0
100339,0.80210024,1
100340,0.7738484,1
100341,0.14797926,0
100342,0.07397953,0
100343,0.33232915,0
100344,0.19756551,0
100345,0.6578252,1
100346,0.2949041,0
100347,0.5153312,0
100348,0.93162227,1
100349,0.28537467,0
100350,0.31179896,0
100351,0.16925262,0
100352,0.11419472,0
100353,0.18824819,0
100354,0.38786545,0
100355,0.7949316,1
100356,0.5869935,1
100357,0.26336622,0
100358,0.12640177,0
100359,0.36682928,0
100360,0.15167023,0
100361,0.036557935,0
100362,0.6105357,1
100363,0.16578697,0
100364,0.7747963,1
100365,0.26140377,0
100366,0.28251424,0
100367,0.33601055,0
100368,0.9210112,1
100369,0.33977333,0
100370,0.6371418,1
100371,0.23050566,0
100372,0.116463594,0
100373,0.11211419,0
100374,0.18282056,0
100375,0.61372817,1
100376,0.9183689,1
100377,0.34807497,0
100378,0.22875546,0
100379,0.35695568,0
100380,0.96269315,1
100381,0.33466482,0
100382,0.3241152,0
100383,0.18563454,0
100384,0.26776022,0
100385,0.25691923,0
100386,0.538785,0
100387,0.3390183,0
100388,0.12983236,0
100389,0.6589429,1
100390,0.44774523,0
100391,0.15197906,0
100392,0.18697724,0
100393,0.412797,0
100394,0.5872436,1
100395,0.26936993,0
100396,0.37276122,0
100397,0.123959355,0
100398,0.61285645,1
100399,0.102520585,0
100400,0.18531463,0
100401,0.09858676,0
100402,0.17905658,0
100403,0.42873865,0
100404,0.41996965,0
100405,0.33640686,0
100406,0.09226798,0
100407,0.41409472,0
100408,0.5016373,0
100409,0.07363552,0
100410,0.29418397,0
100411,0.20431386,0
100412,0.17672433,0
100413,0.34859073,0
100414,0.2474285,0
100415,0.48052502,0
100416,0.6493276,1
100417,0.3468462,0
100418,0.11494453,0
100419,0.79422957,1
100420,0.33557615,0
100421,0.46756437,0
100422,0.18953423,0
100423,0.3788697,0
100424,0.5512107,1
100425,0.15322141,0
100426,0.7174402,1
100427,0.39322528,0
100428,0.076006584,0
100429,0.36926314,0
100430,0.28579298,0
100431,0.17144969,0
100432,0.37081566,0
100433,0.08772154,0
100434,0.17601287,0
100435,0.47902954,0
100436,0.6174179,1
100437,0.72541696,1
100438,0.38284636,0
100439,0.38961506,0
100440,0.0962706,0
100441,0.34220082,0
100442,0.06853588,0
100443,0.20404162,0
100444,0.12916145,0
100445,0.571405,1
100446,0.6818432,1
100447,0.035514228,0
100448,0.2993839,0
100449,0.5883229,1
100450,0.26047266,0
100451,0.67781585,1
100452,0.07500767,0
100453,0.40694764,0
100454,0.42579418,0
100455,0.6160711,1
100456,0.8571829,1
100457,0.16795605,0
100458,0.19822328,0
100459,0.6210654,1
100460,0.1832485,0
100461,0.5840398,1
100462,0.50624335,0
100463,0.29947102,0
100464,0.61022234,1
100465,0.34783998,0
100466,0.082718216,0
100467,0.25013134,0
100468,0.039779384,0
100469,0.14253771,0
100470,0.12455237,0
100471,0.7025687,1
100472,0.49817368,0
100473,0.22154003,0
100474,0.67284983,1
100475,0.5464946,0
100476,0.13779087,0
100477,0.078387156,0
100478,0.21548326,0
100479,0.36318502,0
100480,0.4317745,0
100481,0.5742761,1
100482,0.6127851,1
100483,0.21722867,0
100484,0.27940533,0
100485,0.15862715,0
100486,0.28712556,0
100487,0.6523633,1
100488,0.40408915,0
100489,0.60814625,1
100490,0.098920144,0
100491,0.15866616,0
100492,0.24222015,0
100493,0.34523147,0
100494,0.16521645,0
100495,0.52235514,0
100496,0.5602027,1
100497,0.618837,1
100498,0.37038708,0
100499,0.20433964,0
100500,0.15846533,0
100501,0.46034038,0
100502,0.22857109,0
100503,0.13234591,0
100504,0.32820308,0
100505,0.14927807,0
100506,0.17604664,0
100507,0.084322184,0
100508,0.2859847,0
100509,0.39715,0
100510,0.12759328,0
100511,0.1149735,0
100512,0.24888144,0
100513,0.26788715,0
100514,0.09046907,0
100515,0.8580921,1
100516,0.36017764,0
100517,0.7561632,1
100518,0.40131313,0
100519,0.14935803,0
100520,0.30627364,0
100521,0.17887656,0
100522,0.4470154,0
100523,0.078868724,0
100524,0.66556925,1
100525,0.5159654,0
100526,0.3115893,0
100527,0.1081282,0
100528,0.31958327,0
100529,0.42357004,0
100530,0.18997377,0
100531,0.37584683,0
100532,0.05761602,0
100533,0.12386712,0
100534,0.058293086,0
100535,0.5365403,0
100536,0.12531352,0
100537,0.19680117,0
100538,0.60487854,1
100539,0.1529644,0
100540,0.4568024,0
100541,0.5633339,1
100542,0.2921308,0
100543,0.4633609,0
100544,0.16431679,0
100545,0.21935321,0
100546,0.38197285,0
100547,0.20957416,0
100548,0.36962688,0
100549,0.24832779,0
100550,0.20678864,0
100551,0.38215652,0
100552,0.13320035,0
100553,0.29977885,0
100554,0.08387811,0
100555,0.23996802,0
100556,0.09962064,0
100557,0.34826294,0
100558,0.4077878,0
100559,0.5211628,0
100560,0.0995683,0
100561,0.38690054,0
100562,0.20742396,0
100563,0.78831834,1
100564,0.16775385,0
100565,0.8374945,1
100566,0.07002866,0
100567,0.66169316,1
100568,0.6380593,1
100569,0.7675225,1
100570,0.31473997,0
100571,0.24202836,0
100572,0.1555511,0
100573,0.36389872,0
100574,0.21920058,0
100575,0.45404005,0
100576,0.3207184,0
100577,0.3152166,0
100578,0.8725652,1
100579,0.36626512,0
100580,0.131032,0
100581,0.1169942,0
100582,0.75908434,1
100583,0.7535236,1
100584,0.3739076,0
100585,0.13523228,0
100586,0.20413697,0
100587,0.32312977,0
100588,0.34329784,0
100589,0.096009865,0
100590,0.044350736,0
100591,0.03511047,0
100592,0.1704821,0
100593,0.10609384,0
100594,0.14334716,0
100595,0.26523465,0
100596,0.74025196,1
100597,0.45738372,0
100598,0.6438522,1
100599,0.08605831,0
100600,0.06775649,0
100601,0.420269,0
100602,0.0912061,0
100603,0.7972132,1
100604,0.82948226,1
100605,0.37997082,0
100606,0.27246493,0
100607,0.13254341,0
100608,0.19013785,0
100609,0.07897745,0
100610,0.17430198,0
100611,0.25257915,0
100612,0.3227119,0
100613,0.7547584,1
100614,0.17767271,0
100615,0.118331835,0
100616,0.2349029,0
100617,0.47783798,0
100618,0.15125126,0
100619,0.721851,1
100620,0.29396313,0
100621,0.48852748,0
100622,0.7396931,1
100623,0.62272525,1
100624,0.55945474,1
100625,0.15257777,0
100626,0.49225974,0
100627,0.2761305,0
100628,0.08412807,0
100629,0.40447286,0
100630,0.275829,0
100631,0.48300764,0
100632,0.5328892,0
100633,0.16654988,0
100634,0.1563139,0
100635,0.087488376,0
100636,0.18705145,0
100637,0.7350255,1
100638,0.29314008,0
100639,0.65424573,1
100640,0.06384166,0
100641,0.08260571,0
100642,0.20218545,0
100643,0.24866033,0
100644,0.29772672,0
100645,0.46195155,0
100646,0.044998255,0
100647,0.19604687,0
100648,0.038797114,0
100649,0.34581822,0
100650,0.113972306,0
100651,0.03229599,0
100652,0.20956612,0
100653,0.1676481,0
100654,0.70002544,1
100655,0.10718015,0
100656,0.13861902,0
100657,0.22493954,0
100658,0.3428781,0
100659,0.6979184,1
100660,0.35014898,0
100661,0.26207027,0
100662,0.7255233,1
100663,0.34141114,0
100664,0.31504777,0
100665,0.061739035,0
100666,0.28979963,0
100667,0.085369535,0
100668,0.20872156,0
100669,0.17941296,0
100670,0.12475589,0
100671,0.16405794,0
100672,0.32793936,0
100673,0.04648512,0
100674,0.5574058,1
100675,0.19243765,0
100676,0.8460132,1
100677,0.35082033,0
100678,0.34593844,0
100679,0.4191169,0
100680,0.48050427,0
100681,0.5816659,1
100682,0.4020574,0
100683,0.1915608,0
100684,0.3717515,0
100685,0.33915678,0
100686,0.45699233,0
100687,0.47257325,0
100688,0.56602687,1
100689,0.28844988,0
100690,0.24908204,0
100691,0.2314527,0
100692,0.14691103,0
100693,0.0938168,0
100694,0.27793008,0
100695,0.3068137,0
100696,0.5202373,0
100697,0.25310963,0
100698,0.3608962,0
100699,0.5158354,0
100700,0.6439338,1
100701,0.47911254,0
100702,0.5175647,0
100703,0.11104637,0
100704,0.31045216,0
100705,0.13269308,0
100706,0.088740386,0
100707,0.38773155,0
100708,0.7339555,1
100709,0.07673277,0
100710,0.39672938,0
100711,0.26174822,0
100712,0.37271127,0
100713,0.16636823,0
100714,0.16390522,0
100715,0.23737536,0
100716,0.39059284,0
100717,0.107696444,0
100718,0.13480613,0
100719,0.76613575,1
100720,0.3397865,0
100721,0.3579453,0
100722,0.13048635,0
100723,0.4842308,0
100724,0.14417537,0
100725,0.08388344,0
100726,0.72171414,1
100727,0.4148124,0
100728,0.40258083,0
100729,0.43889707,0
100730,0.43963802,0
100731,0.2767921,0
100732,0.5990865,1
100733,0.21951748,0
100734,0.23234372,0
100735,0.20856027,0
100736,0.6108806,1
100737,0.5258444,0
100738,0.14947551,0
100739,0.6229228,1
100740,0.24952811,0
100741,0.38124704,0
100742,0.19605654,0
100743,0.3948201,0
100744,0.46712872,0
100745,0.07482124,0
100746,0.29439884,0
100747,0.034681827,0
100748,0.32347593,0
100749,0.09280635,0
100750,0.08377634,0
100751,0.5011729,0
100752,0.12316693,0
100753,0.43996146,0
100754,0.34358796,0
100755,0.32373282,0
100756,0.5597846,1
100757,0.20196636,0
100758,0.14357825,0
100759,0.36758104,0
100760,0.28810513,0
100761,0.7379955,1
100762,0.42505231,0
100763,0.086475104,0
100764,0.08665071,0
100765,0.61360115,1
100766,0.4665007,0
100767,0.19312826,0
100768,0.28284445,0
100769,0.05563869,0
100770,0.46871817,0
100771,0.33672884,0
100772,0.060587306,0
100773,0.3636605,0
100774,0.36576742,0
100775,0.49744505,0
100776,0.55078006,1
100777,0.23718233,0
100778,0.103911154,0
100779,0.5107604,0
100780,0.13379239,0
100781,0.6534245,1
100782,0.28932032,0
100783,0.43785024,0
100784,0.15357503,0
100785,0.06752277,0
100786,0.5963851,1
100787,0.16610056,0
100788,0.3633439,0
100789,0.3286046,0
100790,0.32065347,0
100791,0.116067186,0
100792,0.06337659,0
100793,0.392373,0
100794,0.47501042,0
100795,0.1887776,0
100796,0.41539085,0
100797,0.34930637,0
100798,0.068877146,0
100799,0.42591253,0
100800,0.08905404,0
100801,0.2566549,0
100802,0.54035836,0
100803,0.14076535,0
100804,0.25729585,0
100805,0.11053262,0
100806,0.14175424,0
100807,0.083081126,0
100808,0.60816455,1
100809,0.40216714,0
100810,0.058424406,0
100811,0.33597657,0
100812,0.20908079,0
100813,0.097138815,0
100814,0.21624279,0
100815,0.19158687,0
100816,0.15065633,0
100817,0.30861235,0
100818,0.22555183,0
100819,0.33750352,0
100820,0.04551377,0
100821,0.1862225,0
100822,0.32207054,0
100823,0.35491514,0
100824,0.18126953,0
100825,0.33947727,0
100826,0.3256091,0
100827,0.303849,0
100828,0.22661418,0
100829,0.54243225,0
100830,0.37191862,0
100831,0.15467288,0
100832,0.09555812,0
100833,0.3306987,0
100834,0.38427183,0
100835,0.17090558,0
100836,0.4102185,0
100837,0.20975602,0
100838,0.09877641,0
100839,0.10331692,0
100840,0.0617767,0
100841,0.69564223,1
100842,0.6158414,1
100843,0.5651413,1
100844,0.43202502,0
100845,0.20357856,0
100846,0.49611756,0
100847,0.031572532,0
100848,0.16862088,0
100849,0.1806095,0
100850,0.12017514,0
100851,0.38634306,0
100852,0.19856177,0
100853,0.7597965,1
100854,0.37357154,0
100855,0.5393976,0
100856,0.4359453,0
100857,0.4518686,0
100858,0.48558444,0
100859,0.38760874,0
100860,0.4365198,0
100861,0.16659564,0
100862,0.5387779,0
100863,0.30660576,0
100864,0.25743008,0
100865,0.19704176,0
100866,0.39025545,0
100867,0.47846612,0
100868,0.2195693,0
100869,0.48244172,0
100870,0.24799196,0
100871,0.04962116,0
100872,0.17067263,0
100873,0.16020176,0
100874,0.67127573,1
100875,0.46848002,0
100876,0.42677346,0
100877,0.10321743,0
100878,0.41248927,0
100879,0.82273865,1
100880,0.13576108,0
100881,0.2790455,0
100882,0.5414075,0
100883,0.20062405,0
100884,0.40615633,0
100885,0.13978879,0
100886,0.4244532,0
100887,0.21034391,0
100888,0.36018544,0
100889,0.20101167,0
100890,0.3633894,0
100891,0.5320311,0
100892,0.0802379,0
100893,0.19675705,0
100894,0.21142584,0
100895,0.67312515,1
100896,0.12274416,0
100897,0.6403203,1
100898,0.2661859,0
100899,0.11244052,0
100900,0.7786204,1
100901,0.36652067,0
100902,0.34536782,0
100903,0.14602618,0
100904,0.17754483,0
100905,0.33040944,0
100906,0.2419712,0
100907,0.30501553,0
100908,0.37823358,0
100909,0.36642882,0
100910,0.69518876,1
100911,0.20256504,0
100912,0.45880872,0
100913,0.20679635,0
100914,0.83460134,1
100915,0.37893927,0
100916,0.36949039,0
100917,0.044472292,0
100918,0.8855808,1
100919,0.92035604,1
100920,0.11224733,0
100921,0.4735068,0
100922,0.3708647,0
100923,0.43558684,0
100924,0.37068483,0
100925,0.111743994,0
100926,0.14046218,0
100927,0.8407688,1
100928,0.21229959,0
100929,0.055432253,0
100930,0.12580095,0
100931,0.70506454,1
100932,0.43214974,0
100933,0.31990594,0
100934,0.25834802,0
100935,0.39930648,0
100936,0.38264868,0
100937,0.57304686,1
100938,0.65171784,1
100939,0.17020985,0
100940,0.53411037,0
100941,0.64050883,1
100942,0.11428963,0
100943,0.17319082,0
100944,0.21252204,0
100945,0.787355,1
100946,0.7113926,1
100947,0.39324316,0
100948,0.83330923,1
100949,0.31758556,0
100950,0.1985621,0
100951,0.2691955,0
100952,0.4763207,0
100953,0.43425915,0
100954,0.39334273,0
100955,0.3056751,0
100956,0.47537047,0
100957,0.037536398,0
100958,0.6691988,1
100959,0.16062894,0
100960,0.6390095,1
100961,0.2762236,0
100962,0.113375045,0
100963,0.06264418,0
100964,0.19251846,0
100965,0.32768774,0
100966,0.1618544,0
100967,0.6980314,1
100968,0.25920364,0
100969,0.08858877,0
100970,0.6708594,1
100971,0.18916386,0
100972,0.035719432,0
100973,0.5513102,1
100974,0.47572935,0
100975,0.09384078,0
100976,0.33137676,0
100977,0.24033156,0
100978,0.3316966,0
100979,0.19683398,0
100980,0.31906515,0
100981,0.7807551,1
100982,0.8014718,1
100983,0.43484357,0
100984,0.6427298,1
100985,0.39869305,0
100986,0.6373817,1
100987,0.79200375,1
100988,0.42745405,0
100989,0.40558895,0
100990,0.23625697,0
100991,0.10590644,0
100992,0.25761622,0
100993,0.20971553,0
100994,0.8716328,1
100995,0.27713597,0
100996,0.3026923,0
100997,0.3028605,0
100998,0.8987413,1
100999,0.25416338,0
101000,0.42234465,0
101001,0.29425263,0
101002,0.7078226,1
101003,0.19085954,0
101004,0.63262,1
101005,0.3971578,0
101006,0.2179438,0
101007,0.9531582,1
101008,0.12645558,0
101009,0.43859398,0
101010,0.27839035,0
101011,0.041601397,0
101012,0.52285963,0
101013,0.15156572,0
101014,0.16234444,0
101015,0.17187637,0
101016,0.12821274,0
101017,0.3182698,0
101018,0.19120473,0
101019,0.18377383,0
101020,0.17267264,0
101021,0.0987517,0
101022,0.5155264,0
101023,0.31180787,0
101024,0.9146139,1
101025,0.05144552,0
101026,0.5970418,1
101027,0.33383328,0
101028,0.3022804,0
101029,0.5202339,0
101030,0.13794637,0
101031,0.19742233,0
101032,0.10411933,0
101033,0.042208258,0
101034,0.17320918,0
101035,0.1568427,0
101036,0.40665358,0
101037,0.059806813,0
101038,0.30729738,0
101039,0.74412376,1
101040,0.5439149,0
101041,0.035997234,0
101042,0.1781184,0
101043,0.38215518,0
101044,0.19180122,0
101045,0.13954453,0
101046,0.17041619,0
101047,0.36305583,0
101048,0.5471644,0
101049,0.62912875,1
101050,0.14970146,0
101051,0.12607746,0
101052,0.4143435,0
101053,0.39970145,0
101054,0.39008182,0
101055,0.84624743,1
101056,0.13819592,0
101057,0.12617582,0
101058,0.48167604,0
101059,0.083486,0
101060,0.12362172,0
101061,0.11140735,0
101062,0.47988695,0
101063,0.44619477,0
101064,0.22563404,0
101065,0.6003335,1
101066,0.22068906,0
101067,0.48890913,0
101068,0.6418148,1
101069,0.048278723,0
101070,0.13573816,0
101071,0.27432653,0
101072,0.2812879,0
101073,0.762907,1
101074,0.5071914,0
101075,0.25687462,0
101076,0.26690802,0
101077,0.2865411,0
101078,0.89832413,1
101079,0.06727106,0
101080,0.16874906,0
101081,0.09477923,0
101082,0.3062328,0
101083,0.3045192,0
101084,0.17903084,0
101085,0.18677025,0
101086,0.42935142,0
101087,0.28996295,0
101088,0.296035,0
101089,0.37107915,0
101090,0.296486,0
101091,0.20696265,0
101092,0.04898143,0
101093,0.18783033,0
101094,0.7690456,1
101095,0.10549186,0
101096,0.34129247,0
101097,0.1739016,0
101098,0.542053,0
101099,0.91087663,1
101100,0.6064304,1
101101,0.24076846,0
101102,0.39507362,0
101103,0.2512852,0
101104,0.3993432,0
101105,0.2535233,0
101106,0.23413825,0
101107,0.33935776,0
101108,0.6003232,1
101109,0.13439709,0
101110,0.4430823,0
101111,0.4708834,0
101112,0.05355672,0
101113,0.44744322,0
101114,0.06801276,0
101115,0.23822421,0
101116,0.14109005,0
101117,0.10173876,0
101118,0.088153526,0
101119,0.49133703,0
101120,0.2928207,0
101121,0.58729595,1
101122,0.40589193,0
101123,0.72593105,1
101124,0.46228516,0
101125,0.28665453,0
101126,0.6215979,1
101127,0.34967634,0
101128,0.22610669,0
101129,0.18056294,0
101130,0.61620474,1
101131,0.3762235,0
101132,0.68360126,1
101133,0.3622787,0
101134,0.7200727,1
101135,0.05294608,0
101136,0.44357038,0
101137,0.3951568,0
101138,0.6058663,1
101139,0.4226879,0
101140,0.120445654,0
101141,0.2588258,0
101142,0.64483005,1
101143,0.40022412,0
101144,0.94012094,1
101145,0.12326281,0
101146,0.1605387,0
101147,0.8740324,1
101148,0.73668236,1
101149,0.15220684,0
101150,0.08194421,0
101151,0.29411635,0
101152,0.7967965,1
101153,0.591228,1
101154,0.061403744,0
101155,0.25097072,0
101156,0.2891802,0
101157,0.7184426,1
101158,0.374364,0
101159,0.34986025,0
101160,0.42617825,0
101161,0.35718122,0
101162,0.11365904,0
101163,0.3765983,0
101164,0.062436532,0
101165,0.16973248,0
101166,0.3757014,0
101167,0.3815608,0
101168,0.41624546,0
101169,0.5464106,0
101170,0.21447027,0
101171,0.13032144,0
101172,0.16514479,0
101173,0.22018231,0
101174,0.56491387,1
101175,0.8275574,1
101176,0.22421539,0
101177,0.4189974,0
101178,0.42828488,0
101179,0.52703,0
101180,0.14849779,0
101181,0.52490497,0
101182,0.09406185,0
101183,0.703955,1
101184,0.09866817,0
101185,0.22593121,0
101186,0.8654375,1
101187,0.37036934,0
101188,0.38972437,0
101189,0.15486388,0
101190,0.12105696,0
101191,0.8703273,1
101192,0.06414586,0
101193,0.1464047,0
101194,0.22258022,0
101195,0.2620066,0
101196,0.41488045,0
101197,0.38214922,0
101198,0.33619615,0
101199,0.080056064,0
101200,0.2203643,0
101201,0.16337238,0
101202,0.63186944,1
101203,0.11248049,0
101204,0.58889544,1
101205,0.50388044,0
101206,0.29916343,0
101207,0.4093909,0
101208,0.43273705,0
101209,0.10340984,0
101210,0.19799854,0
101211,0.79890853,1
101212,0.122545846,0
101213,0.28270873,0
101214,0.25292963,0
101215,0.40840286,0
101216,0.29609692,0
101217,0.24302042,0
101218,0.33075356,0
101219,0.43680242,0
101220,0.05110084,0
101221,0.16558227,0
101222,0.2561464,0
101223,0.17600298,0
101224,0.4172637,0
101225,0.30406258,0
101226,0.133581,0
101227,0.59501237,1
101228,0.14329107,0
101229,0.73759,1
101230,0.08922503,0
101231,0.34247768,0
101232,0.15951294,0
101233,0.32872978,0
101234,0.51910883,0
101235,0.08030068,0
101236,0.14642653,0
101237,0.631839,1
101238,0.35192415,0
101239,0.4098034,0
101240,0.28140417,0
101241,0.5143374,0
101242,0.48558787,0
101243,0.45620057,0
101244,0.17580973,0
101245,0.51769626,0
101246,0.58686036,1
101247,0.4699573,0
101248,0.2652651,0
101249,0.26658928,0
101250,0.27886012,0
101251,0.0883557,0
101252,0.61931765,1
101253,0.394442,0
101254,0.38880724,0
101255,0.11189928,0
101256,0.33692834,0
101257,0.8195606,1
101258,0.23990773,0
101259,0.34664047,0
101260,0.057715368,0
101261,0.057362586,0
101262,0.60272765,1
101263,0.07940012,0
101264,0.33856043,0
101265,0.24104048,0
101266,0.5354088,0
101267,0.172589,0
101268,0.35925695,0
101269,0.053566877,0
101270,0.69722766,1
101271,0.6989714,1
101272,0.09306581,0
101273,0.2036835,0
101274,0.13658758,0
